m_sdw,V,E_p_bits,E_p,coh_1rdm,Q_2_bits,single_site_entanglement,m_cdw,coh_2rdm,Q_2,U,energy
NaN,2.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-2.08,NaN
NaN,2.37,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-2.08,NaN
NaN,2.53,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-2.08,NaN
NaN,2.69,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-2.08,NaN
NaN,2.86,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-2.08,NaN
NaN,3.02,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-2.08,NaN
NaN,3.18,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-2.08,NaN
NaN,3.35,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-2.08,NaN
NaN,3.51,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-2.08,NaN
NaN,3.67,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-2.08,NaN
NaN,3.84,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-2.08,NaN
NaN,4.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-2.08,NaN
NaN,-4.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.84,NaN
NaN,-3.84,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.84,NaN
NaN,-3.67,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.84,NaN
NaN,-3.51,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.84,NaN
NaN,-3.35,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.84,NaN
NaN,-3.18,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.84,NaN
NaN,-3.02,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.84,NaN
NaN,-2.86,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.84,NaN
NaN,-2.69,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.84,NaN
NaN,-2.53,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.84,NaN
NaN,-2.37,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.84,NaN
NaN,-2.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.84,NaN
NaN,-2.04,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.84,NaN
NaN,-1.88,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.84,NaN
NaN,-1.71,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.84,NaN
NaN,-1.55,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.84,NaN
NaN,-1.39,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.84,NaN
NaN,-1.22,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.84,NaN
NaN,-1.06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.84,NaN
NaN,-0.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.84,NaN
NaN,-0.73,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.84,NaN
NaN,-0.57,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.84,NaN
NaN,-0.41,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.84,NaN
NaN,-0.24,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.84,NaN
NaN,-0.08,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.84,NaN
NaN,0.08,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.84,NaN
NaN,0.24,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.84,NaN
NaN,0.41,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.84,NaN
NaN,0.57,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.84,NaN
NaN,0.73,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.84,NaN
NaN,0.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.84,NaN
NaN,1.06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.84,NaN
NaN,1.22,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.84,NaN
NaN,1.39,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.84,NaN
NaN,1.55,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.84,NaN
NaN,1.71,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.84,NaN
NaN,1.88,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.84,NaN
NaN,2.04,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.84,NaN
NaN,2.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.84,NaN
NaN,2.37,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.84,NaN
NaN,2.53,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.84,NaN
NaN,2.69,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.84,NaN
NaN,2.86,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.84,NaN
NaN,3.02,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.84,NaN
NaN,3.18,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.84,NaN
NaN,3.35,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.84,NaN
NaN,3.51,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.84,NaN
NaN,3.67,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.84,NaN
NaN,3.84,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.84,NaN
NaN,4.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.84,NaN
NaN,-4.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.59,NaN
NaN,-3.84,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.59,NaN
NaN,-3.67,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.59,NaN
NaN,-3.51,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.59,NaN
NaN,-3.35,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.59,NaN
NaN,-3.18,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.59,NaN
NaN,-3.02,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.59,NaN
NaN,-2.86,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.59,NaN
NaN,-2.69,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.59,NaN
NaN,-2.53,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.59,NaN
NaN,-2.37,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.59,NaN
NaN,-2.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.59,NaN
NaN,-2.04,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.59,NaN
NaN,-1.88,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.59,NaN
NaN,-1.71,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.59,NaN
NaN,-1.55,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.59,NaN
NaN,-1.39,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.59,NaN
NaN,-1.22,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.59,NaN
NaN,-1.06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.59,NaN
NaN,-0.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.59,NaN
NaN,-0.73,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.59,NaN
NaN,-0.57,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.59,NaN
NaN,-0.41,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.59,NaN
NaN,-0.24,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.59,NaN
NaN,-0.08,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.59,NaN
NaN,0.08,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.59,NaN
NaN,0.24,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.59,NaN
NaN,0.41,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.59,NaN
NaN,0.57,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.59,NaN
NaN,0.73,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.59,NaN
NaN,0.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.59,NaN
NaN,1.06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.59,NaN
NaN,1.22,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.59,NaN
NaN,1.39,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.59,NaN
NaN,1.55,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.59,NaN
NaN,1.71,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.59,NaN
NaN,1.88,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.59,NaN
NaN,2.04,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.59,NaN
NaN,2.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.59,NaN
NaN,2.37,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.59,NaN
NaN,2.53,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.59,NaN
NaN,2.69,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.59,NaN
NaN,2.86,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.59,NaN
NaN,3.02,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.59,NaN
NaN,3.18,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.59,NaN
NaN,3.35,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.59,NaN
NaN,3.51,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.59,NaN
NaN,3.67,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.59,NaN
NaN,3.84,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.59,NaN
NaN,4.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.59,NaN
NaN,-4.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.35,NaN
NaN,-3.84,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.35,NaN
NaN,-3.67,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.35,NaN
NaN,-3.51,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.35,NaN
NaN,-3.35,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.35,NaN
NaN,-3.18,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.35,NaN
NaN,-3.02,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.35,NaN
NaN,-2.86,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.35,NaN
NaN,-2.69,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.35,NaN
NaN,-2.53,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.35,NaN
NaN,-2.37,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.35,NaN
NaN,-2.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.35,NaN
NaN,-2.04,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.35,NaN
NaN,-1.88,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.35,NaN
NaN,-1.71,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.35,NaN
NaN,-1.55,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.35,NaN
NaN,-1.39,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.35,NaN
NaN,-1.22,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.35,NaN
NaN,-1.06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.35,NaN
NaN,-0.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.35,NaN
NaN,-0.73,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.35,NaN
NaN,-0.57,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.35,NaN
NaN,-0.41,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.35,NaN
NaN,-0.24,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.35,NaN
NaN,-0.08,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.35,NaN
NaN,0.08,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.35,NaN
NaN,0.24,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.35,NaN
NaN,0.41,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.35,NaN
NaN,0.57,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.35,NaN
NaN,0.73,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.35,NaN
NaN,0.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.35,NaN
NaN,1.06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.35,NaN
NaN,1.22,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.35,NaN
NaN,1.39,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.35,NaN
NaN,1.55,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.35,NaN
NaN,1.71,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.35,NaN
NaN,1.88,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.35,NaN
NaN,2.04,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.35,NaN
NaN,2.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.35,NaN
NaN,2.37,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.35,NaN
NaN,2.53,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.35,NaN
NaN,2.69,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.35,NaN
NaN,2.86,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.35,NaN
NaN,3.02,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.35,NaN
NaN,3.18,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.35,NaN
NaN,3.35,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.35,NaN
NaN,3.51,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.35,NaN
NaN,3.67,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.35,NaN
NaN,3.84,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.35,NaN
NaN,4.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.35,NaN
NaN,-4.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.1,NaN
NaN,-3.84,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.1,NaN
NaN,-3.67,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.1,NaN
NaN,-3.51,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.1,NaN
NaN,-3.35,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.1,NaN
NaN,-3.18,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.1,NaN
NaN,-3.02,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.1,NaN
NaN,-2.86,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.1,NaN
NaN,-2.69,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.1,NaN
NaN,-2.53,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.1,NaN
NaN,-2.37,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.1,NaN
NaN,-2.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.1,NaN
NaN,-2.04,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.1,NaN
NaN,-1.88,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.1,NaN
NaN,-1.71,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.1,NaN
NaN,-1.55,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.1,NaN
NaN,-1.39,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.1,NaN
NaN,-1.22,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.1,NaN
NaN,-1.06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.1,NaN
NaN,-0.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.1,NaN
NaN,-0.73,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.1,NaN
NaN,-0.57,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.1,NaN
NaN,-0.41,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.1,NaN
NaN,-0.24,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.1,NaN
NaN,-0.08,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.1,NaN
NaN,0.08,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.1,NaN
NaN,0.24,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.1,NaN
NaN,0.41,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.1,NaN
NaN,0.57,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.1,NaN
NaN,0.73,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.1,NaN
NaN,0.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.1,NaN
NaN,1.06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.1,NaN
NaN,1.22,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.1,NaN
NaN,1.39,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.1,NaN
NaN,1.55,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.1,NaN
NaN,1.71,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.1,NaN
NaN,1.88,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.1,NaN
NaN,2.04,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.1,NaN
NaN,2.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.1,NaN
NaN,2.37,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.1,NaN
NaN,2.53,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.1,NaN
NaN,2.69,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.1,NaN
NaN,2.86,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.1,NaN
NaN,3.02,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.1,NaN
NaN,3.18,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.1,NaN
NaN,3.35,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.1,NaN
NaN,3.51,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.1,NaN
NaN,3.67,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.1,NaN
NaN,3.84,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.1,NaN
NaN,4.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.1,NaN
NaN,-4.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.86,NaN
NaN,-3.84,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.86,NaN
NaN,-3.67,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.86,NaN
NaN,-3.51,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.86,NaN
NaN,-3.35,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.86,NaN
NaN,-3.18,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.86,NaN
NaN,-3.02,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.86,NaN
NaN,-2.86,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.86,NaN
NaN,-2.69,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.86,NaN
NaN,-2.53,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.86,NaN
NaN,-2.37,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.86,NaN
NaN,-2.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.86,NaN
NaN,-2.04,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.86,NaN
NaN,-1.88,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.86,NaN
NaN,-1.71,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.86,NaN
NaN,-1.55,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.86,NaN
NaN,-1.39,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.86,NaN
NaN,-1.22,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.86,NaN
NaN,-1.06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.86,NaN
NaN,-0.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.86,NaN
NaN,-0.73,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.86,NaN
NaN,-0.57,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.86,NaN
NaN,-0.41,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.86,NaN
NaN,-0.24,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.86,NaN
NaN,-0.08,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.86,NaN
NaN,0.08,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.86,NaN
NaN,0.24,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.86,NaN
NaN,0.41,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.86,NaN
NaN,0.57,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.86,NaN
NaN,0.73,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.86,NaN
NaN,0.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.86,NaN
NaN,1.06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.86,NaN
NaN,1.22,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.86,NaN
NaN,1.39,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.86,NaN
NaN,1.55,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.86,NaN
NaN,1.71,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.86,NaN
NaN,1.88,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.86,NaN
NaN,2.04,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.86,NaN
NaN,2.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.86,NaN
NaN,2.37,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.86,NaN
NaN,2.53,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.86,NaN
NaN,2.69,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.86,NaN
NaN,2.86,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.86,NaN
NaN,3.02,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.86,NaN
NaN,3.18,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.86,NaN
NaN,3.35,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.86,NaN
NaN,3.51,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.86,NaN
NaN,3.67,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.86,NaN
NaN,3.84,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.86,NaN
NaN,4.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.86,NaN
NaN,-4.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.61,NaN
NaN,-3.84,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.61,NaN
NaN,-3.67,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.61,NaN
NaN,-3.51,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.61,NaN
NaN,-3.35,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.61,NaN
NaN,-3.18,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.61,NaN
NaN,-3.02,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.61,NaN
NaN,-2.86,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.61,NaN
NaN,-2.69,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.61,NaN
NaN,-2.53,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.61,NaN
NaN,-2.37,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.61,NaN
NaN,-2.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.61,NaN
NaN,-2.04,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.61,NaN
NaN,-1.88,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.61,NaN
NaN,-1.71,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.61,NaN
NaN,-1.55,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.61,NaN
NaN,-1.39,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.61,NaN
NaN,-1.22,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.61,NaN
NaN,-1.06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.61,NaN
